TXN_ID,REQUEST_TYPE,TOKEN_ID,TOKEN_VALUE,AMOUNT,STATUS,TYPE,PURPOSE,CREATED_DATE,UPDATED_DATE
IDFrF8RGBuynJLtUPAxbkYsB9pU4COO9xg9,ABAS-BANK-INPUT,000fbddb5dd3fb451475045ab624bd62c3d8cbec2fd4ceda97036d69f8ca24ad,996370,1000,C,ISSUE-U,ISSUE-U,43:56.1,43:56.2
IDFYO1qADGpJLzmJJULKOUzl8GCpIrtxoPZ,ABAS-BANK-OUTPUT,000fbddb5dd3fb451475045ab624bd62c3d8cbec2fd4ceda97036d69f8ca24ad,996370,2096,C,ISSUE-U,ISSUE-U,41:04.8,41:04.9
IDF229a86315d414bfe8d97bf9aa19fe6a9,ABAS-OUTPUT,003b6b747d0636aaa7b5f5b2a1db0015fe862b725068ba6bc425c5d129622e8b,200,200,C,PAY-ONUS,PAY-ONUS,27:41.2,27:45.9
IDF229a86315d414bfe8d97bf9aa19fe6a9,ABAS-INPUT,003b6b747d0636aaa7b5f5b2a1db0015fe862b725068ba6bc425c5d129622e8b,200,200,C,PAY-ONUS,PAY-ONUS,27:41.2,27:45.9
IDF025243f468af46a4972b4a0623209c33,ABAS-OUTPUT,004dc2ef293421e0c333473485840330ee7e065f1c40c28f548dea2743c7d8af,200,200,R,PAY-ONUS,PAY-ONUS,40:11.1,40:15.7
IDF4da9b53e48834c8abddc4c39381c8929,ABAS-INPUT,004dc2ef293421e0c333473485840330ee7e065f1c40c28f548dea2743c7d8af,200,100,C,PAY-OFFUS,PAY-OFFUS,49:55.8,50:01.3
IDFGY2FFeg6B5lfhvFhBiNhXPN0IxWOYWuy,ABAS-BANK-OUTPUT,00546649e72e6a1e5f5211e272797951e3ecea9493e05d7d17966bc105d15331,158672,100,C,ISSUE-U,ISSUE-U,38:35.9,38:36.0
IDFK3cYrHoDQSYYQLYU8Ib7wyUIkZs8oLhX,ABAS-BANK-INPUT,00546649e72e6a1e5f5211e272797951e3ecea9493e05d7d17966bc105d15331,158672,20000,C,ISSUE-U,ISSUE-U,52:44.4,52:44.5
IDF8bfd8382181e44ae903746e9b9788830,ABAS-BANK-OUTPUT,00ba5ff1d6e041452b7f740f9ede1819e7bc7174550edb5cb387d9d1e5605bb8,40,960,C,ISSUE-U,ISSUE-U,18:00.8,18:00.9
IDFTBLHTokUQvLjJYWk4V2yRNHjTAOxA1ju,ABAS-INPUT,00ba5ff1d6e041452b7f740f9ede1819e7bc7174550edb5cb387d9d1e5605bb8,40,40,C,ISSUE-U,ISSUE-U,23:07.8,23:07.8
IDFCAFOgH9ICibFEot99zNWKNR8ailT5BQs,ABAS-OUTPUT,00db1761e82c2721d4c17cf9b0411b60d00f0dd1bae507f7018f05e4964c8cb0,10001,1,C,PAY-ONUS,PAY-ONUS,27:54.7,27:55.3
IDFo2SH7z2rRWt2tkjgHazQqJZuzqGq4R5k,ABAS-INPUT,00db1761e82c2721d4c17cf9b0411b60d00f0dd1bae507f7018f05e4964c8cb0,10001,100,C,PAY-OFFUS,PAY-OFFUS,31:12.3,31:13.2
IDF3VTpgnVbetHvr3i2n5KcPioV9Ie2dZhc,ABAS-INPUT,0103043683fef5b611aa162b7a4f436f247ec586ad3cb455e62ee9e920a0eddc,856,221,C,PAY-ONUS,PAY-ONUS,00:52.2,00:52.9
IDFOEnsgwJWVtskE5NaAqylgMLaKAlBnkBz,ABAS-OUTPUT,0103043683fef5b611aa162b7a4f436f247ec586ad3cb455e62ee9e920a0eddc,856,100,C,PAY-ONUS,PAY-ONUS,53:38.1,53:38.7
IDFSYSTXN21c6c381ea59447f852fd5c14c,ABAS-OUTPUT,01214ecec61026ce2e2212ff0b33aff2714d998cd2e412ffd861a217b13bc827,34578,2122,P,REDEEM-U,REDEEM-U,37:39.7,
IDFSYSTXN73d8f510ce304f10b31e44758f,ABAS-INPUT,01214ecec61026ce2e2212ff0b33aff2714d998cd2e412ffd861a217b13bc827,34578,200,C,REDEEM-U,REDEEM-U,39:36.3,39:36.7
IDF9QiLPRmvFUOYyivvNkJDAdDFGjLjoRLX,ABAS-OUTPUT,5cde37a4703310b8910b0e2d6e2e3089a7bd4d2b617007de7af00af4a1483956,1250,1250,C,PAY-OFFUS,PAY-OFFUS,37:35.7,37:36.9
IDFD8uNGuriRafrUgBVq7YXi9V4supCJ5lY,ABAS-BANK-OUTPUT,0167dfada85e92a955a47bcce2ac3fb8dac65d8ea1ef7b1ec74bd9fe46030266,1206730,10000,C,ISSUE-U,ISSUE-U,34:52.5,34:52.6
IDFV2HDRvrKCHDmBheHh0D5CWcoXgVrPqsh,ABAS-BANK-INPUT,0167dfada85e92a955a47bcce2ac3fb8dac65d8ea1ef7b1ec74bd9fe46030266,1206730,100000,C,ISSUE-U,ISSUE-U,35:04.8,35:04.8
IDFg3wiXEytFELtjxJMC0PvV92E9ZbWMgZ2,ABAS-OUTPUT,67cccdd7c88a32e5481c999deacd74dcca2205dd7c752067281157c24a78155a,100,100,P,REDEEM-U,UPI,51:51.9,
IDF47uvT5B6wklgb8aFdPapHCYDpTH2XzXt,ABAS-OUTPUT,01966f1f8ffb0d3ebaac41d8548ed9e625922c3bdb20d366412a53471d3d6035,214755,1000,C,PAY-ONUS,PAY-ONUS,07:13.9,07:14.4
IDFHFAr1B8tGds0J0sTdimWqrbwNevLe2gf,ABAS-INPUT,01966f1f8ffb0d3ebaac41d8548ed9e625922c3bdb20d366412a53471d3d6035,214755,100,C,REDEEM-U,REDEEM-U,48:38.1,48:38.7
IDF4m2R1DWeEDtl0cWenY9RavJkZbzJkKf0,ABAS-OUTPUT,01993932441f7a9b4284ed231625fe13d133972d192a487a1a615c54e9dcfc9e,200,200,C,REDEEM-U,UPI,11:09.5,11:18.9
IDF8sQn62fxaxFDIhbZuSgrsNsIhpMVdbei,ABAS-BANK-INPUT,01993932441f7a9b4284ed231625fe13d133972d192a487a1a615c54e9dcfc9e,200,123,C,ISSUE-U,ISSUE-U,12:07.1,12:07.2
IDF6IxrZFerLgaxYY7ZcAaSwI4pcy1Yv9bA,ABAS-BANK-INPUT,01b1dc2d17d384bed22e3f09c849779c73ecbf5bb50f3fba62b3eae3ba0fe8e1,198800,1000,C,ISSUE-U,ISSUE-U,16:56.2,16:56.3
IDFfXBLHmEhHuWYJfaLn1FYpiALiT6XYO51,ABAS-BANK-OUTPUT,01b1dc2d17d384bed22e3f09c849779c73ecbf5bb50f3fba62b3eae3ba0fe8e1,198800,1200,P,ISSUE-U,ISSUE-U,11:50.4,11:51.0
IDF2Wdcm4Hch4mq0i4KWHSqekRqgNHHSdqV,ABAS-OUTPUT,01e70c50d89345060e4d677ed8cc8fb2739800e8f88f7c7f242c0b75046f6594,25000,25000,C,PAY-ONUS,PAY-ONUS,22:49.0,22:49.5
IDF2Wdcm4Hch4mq0i4KWHSqekRqgNHHSdqV,ABAS-INPUT,01e70c50d89345060e4d677ed8cc8fb2739800e8f88f7c7f242c0b75046f6594,25000,25000,C,PAY-ONUS,PAY-ONUS,22:49.0,22:49.5
IDF9cZY4qRyzoaUETaqBIo1tpjlgB6kGFox,ABAS-OUTPUT,020d844403334769d9890d0282c8510599df7836373f496f2ce91956cbaed211,301,100,P,REDEEM-U,UPI,56:47.8,
IDFwEqp2DeTJD9SNMVt56BaKlbYk3dsHROx,ABAS-INPUT,020d844403334769d9890d0282c8510599df7836373f496f2ce91956cbaed211,301,29596,C,REDEEM-U,REDEEM-U,22:13.4,22:14.2
IDF8fde186be00240b68f314825d7e89fd1,ABAS-INPUT,0219df79278de5fd88052a5b3bd8afe593b34f48584646e34739ad024ba65e9f,125,200,C,PAY-ONUS,PAY-ONUS,20:04.0,20:09.0
IDFPJsh2SsU4HFXtftcHlVoLHECMA4AAbT5,ABAS-OUTPUT,0219df79278de5fd88052a5b3bd8afe593b34f48584646e34739ad024ba65e9f,125,125,R,PAY-OFFUS,PAY-OFFUS,42:18.4,42:20.3
IDFG5O5rHpqIsWsJKEqnbW4vDUKt0GD6S9v,ABAS-BANK-OUTPUT,0221052f9e207b0c13aaca716b72e9c74c2f9473fd50d575edd77f75a85bf73a,680931,100000,C,ISSUE-U,ISSUE-U,12:36.0,12:36.1
IDFoGnN7EaOhGOzrhFoBHFGao1AMnpQchil,ABAS-BANK-INPUT,0221052f9e207b0c13aaca716b72e9c74c2f9473fd50d575edd77f75a85bf73a,680931,200,C,ISSUE-U,ISSUE-U,19:54.7,19:54.7
IDFf8WYuU7Af9ACXC0NwaWr5mm6nqDpXDIT,ABAS-BANK-INPUT,022bc52a95c48de2453da79ddff4fbcec02fb523a079d6ae2161bf8cea680abc,44713,19950,C,ISSUE-U,ISSUE-U,08:27.8,08:27.8
IDFQ0IRGl7nwiDEcbUq0UbJBXTCjbz4VZWy,ABAS-BANK-OUTPUT,022bc52a95c48de2453da79ddff4fbcec02fb523a079d6ae2161bf8cea680abc,44713,599,C,ISSUE-U,ISSUE-U,08:00.3,08:00.4
00000785454356350237_00000,ABAS-BANK-OUTPUT,02451138bc72aa328bd00696e290048a4ded34d43d288d0370687b1bd955cd54,1000000,100000000,C,ISSUE-B,ISSUE-B,43:17.7,
IDFhxwA0ujKsuvl8R3leKcxeGdF2wte1Gde,ABAS-BANK-INPUT,02451138bc72aa328bd00696e290048a4ded34d43d288d0370687b1bd955cd54,1000000,1000,C,ISSUE-U,ISSUE-U,38:32.2,38:32.9
IDF608d2d200c3a45689edcda21ac77ac0e,ABAS-BANK-OUTPUT,0269bf522db48d902b6f2f0c63e7c7609ce5eb0e8f4eb464bd97903b59410155,3000,3000,C,ISSUE-U,ISSUE-U,35:35.5,35:36.3
IDFdd0904fd24154023831096a2f0eb7f5d,ABAS-INPUT,0269bf522db48d902b6f2f0c63e7c7609ce5eb0e8f4eb464bd97903b59410155,3000,300,R,PAY-ONUS,PAY-ONUS,50:01.7,50:07.3
IDFlqlwzuaFyhcdlkkW9dgN8oDPqAj1oj3j,ABAS-BANK-OUTPUT,a43b0ebe95c716cb652cc11e66791b6af0231fe0120c052f199bc23fb5f33325,201,201,C,ISSUE-U,ISSUE-U,14:21.0,14:21.1
IDFwOqqggro9HOCT0aY3VQmjvMYIUQNYkVT,ABAS-INPUT,02952f6e4b63a72d05121d564d978cd9662d31da87428bf12967a74d5db88117,7000,7000,C,ISSUE-U,ISSUE-U,34:21.8,34:21.9
IDFjk0blUloq7MIkGvb5GOXO8zRZwmShS3A,ABAS-BANK-OUTPUT,3fd60bc1bdc23eb900769cf97118fad34c56ec16a1ba507c4c4414052f345119,100,100,C,ISSUE-U,ISSUE-U,47:39.7,47:39.7
IDFwOqqggro9HOCT0aY3VQmjvMYIUQNYkVT,ABAS-BANK-OUTPUT,02952f6e4b63a72d05121d564d978cd9662d31da87428bf12967a74d5db88117,7000,7000,C,ISSUE-U,ISSUE-U,34:21.8,34:21.9
IDFdwbUgvUVZ5hm5SLBigqlFEOixSI3MlLo,ABAS-OUTPUT,02a1c0c336b4d7554b82976c0078aae672ffae766766f1c04974b01248ba0439,128547,20000,C,REDEEM-U,REDEEM-U,23:27.9,23:28.7
IDFpr9PEEI7HjPXa1t8frf1HsEp3RiUpGBv,ABAS-INPUT,02a1c0c336b4d7554b82976c0078aae672ffae766766f1c04974b01248ba0439,128547,99,R,PAY-OFFUS,PAY-OFFUS,24:00.6,24:03.4
IDF1f93eaa448314d809616accafc4f946e,ABAS-OUTPUT,02b3e5409f4732780c6d82b4e49e6983978c5d55b0aa57c17937160b7a42038d,100,100,R,REDEEM-U,REDEEM-U,56:08.3,56:13.0
IDFf3883a3632344a44b9bd2967a1abb97c,ABAS-INPUT,02b3e5409f4732780c6d82b4e49e6983978c5d55b0aa57c17937160b7a42038d,100,200,C,PAY-ONUS,PAY-ONUS,16:43.9,16:48.7
IDFl5D6FEjnpsnnzluXgGMc2cPNQrKdzSge,ABAS-INPUT,030ba46279522503ce4fcf3a24811361b0136c9b7e511c17609697b3d555933d,49000,5000,R,PAY-ONUS,PAY-ONUS,07:31.1,08:34.2
IDFR4XzXI0mhvCG6exFvSVusTMMbdbGv8Pj,ABAS-OUTPUT,030ba46279522503ce4fcf3a24811361b0136c9b7e511c17609697b3d555933d,49000,1000,R,PAY-ONUS,PAY-ONUS,06:01.3,07:04.5
IDF78bd41f311f3418d990e444a95e606e4,ABAS-INPUT,030e609b217a354942f181c99f011f78717b0c0467d34dd362114f8f9aa5a305,888,200,C,PAY-ONUS,PAY-ONUS,17:44.4,17:49.2
IDFSYSTXN500519482b914a78804339e076,ABAS-OUTPUT,030e609b217a354942f181c99f011f78717b0c0467d34dd362114f8f9aa5a305,888,888,R,REDEEM-U,REDEEM-U,53:39.7,53:40.3
IDFvP1lTMsqIwssGHLH3n7zg5nXBsVsSUx2,ABAS-OUTPUT,0336f3fadd6a5fb68f2983c32b997f1f925f9bc87b5e07dc1c9671e38159353d,50000,50000,C,PAY-ONUS,PAY-ONUS,56:03.0,56:04.2
IDFvP1lTMsqIwssGHLH3n7zg5nXBsVsSUx2,ABAS-INPUT,0336f3fadd6a5fb68f2983c32b997f1f925f9bc87b5e07dc1c9671e38159353d,50000,50000,C,PAY-ONUS,PAY-ONUS,56:03.0,56:04.2
IDFa146ef0afbf84a27beeb0a10fb2139e5,ABAS-BANK-INPUT,033c90756583abcc11ff118f75660f039549236d417feb1dfc07024b791acdd7,684432,193,C,ISSUE-U,ISSUE-U,51:41.3,51:41.4
IDFf6a60b96c8224d74aab8dae494a2e585,ABAS-BANK-OUTPUT,033c90756583abcc11ff118f75660f039549236d417feb1dfc07024b791acdd7,684432,10000,C,ISSUE-U,ISSUE-U,49:51.5,49:51.6
IDFjxHt3vgT9IgTIfBN9OA3IEFqWTJ380ZA,ABAS-OUTPUT,035143711589e06e106c6e0b25cb86c0cae43c1ef8ace5aa64b4b3cb7838695a,5000,5000,C,ISSUE-U,ISSUE-U,18:23.5,18:23.6
IDFY4BM3XW6DtxbUjnd68yWjk9ywrGFz10S,ABAS-INPUT,035143711589e06e106c6e0b25cb86c0cae43c1ef8ace5aa64b4b3cb7838695a,5000,2000,C,PAY-ONUS,PAY-ONUS,18:52.2,18:52.7
IDFgVSUJOyTnOYFS3oZwrjPnTvTAJ7YhLOm,ABAS-BANK-OUTPUT,03880d38425d520b349bf553a017db22b62ca72a73fa5f8466a28c7fced7a8c4,64000,2000,C,ISSUE-U,ISSUE-U,13:20.4,13:20.4
IDFVZ7wLfIth2V5wv9gQKE8rwHx0CGJLEzA,ABAS-BANK-INPUT,03880d38425d520b349bf553a017db22b62ca72a73fa5f8466a28c7fced7a8c4,64000,50000,C,ISSUE-U,ISSUE-U,15:03.7,15:03.8
IDFf9zBc9cWMEVzwkZfFRotjT8K6A9irbO1,ABAS-OUTPUT,03f02dfbd507418b43942723d7c8d560c7c6870b38fe68806209135de0a90eab,100,100,C,PAY-ONUS,PAY-ONUS,54:50.9,54:51.5
IDFFD5Z75Pvlnj7iRd7vr92IKmcYakxIA9O,ABAS-INPUT,03f02dfbd507418b43942723d7c8d560c7c6870b38fe68806209135de0a90eab,100,200,C,ISSUE-U,ISSUE-U,25:10.0,25:10.1
ICIdr1744184049vlKUpum6BTbqbzqiDpA8,ABAS-OUTPUT,03fc60d96174417020f5c63da2cb2f2d3da91854909ca8b663d15057aa6eaf92,10941,2300,C,CREDIT-U,CREDIT-U,04:18.7,04:19.1
ICIdr17442044912gXArrTHh2Lb3kOjuS68,ABAS-INPUT,03fc60d96174417020f5c63da2cb2f2d3da91854909ca8b663d15057aa6eaf92,10941,600,C,CREDIT-U,CREDIT-U,45:01.1,45:01.5
IDF5bABstnY4F0HjQdkiKdgmutQfiEzbd6m,ABAS-INPUT,0451d9c9fedc39ae77e18b0b25aeddcc5dd821add179803afe7503a27e6b8c64,401749,10000,C,REDEEM-U,REDEEM-U,27:33.5,27:34.2
IDFi9yG5elcm983LNMIpFrd3xkSdM5flkSp,ABAS-OUTPUT,0451d9c9fedc39ae77e18b0b25aeddcc5dd821add179803afe7503a27e6b8c64,401749,54000,C,ISSUE-U,ISSUE-U,27:12.1,27:12.2
IDFGgh4H71WqqestkivWlSUO4uOhEu3k4O7,ABAS-INPUT,047a2d8a387b669020dc530aa506414b84126574e32432bc4d2592a37090a3ed,222215,350,C,PAY-ONUS,PAY-ONUS,11:21.6,11:22.1
IDFQkXhxgT2XMvvCuJZkFGLqPJeIQ6rnSEj,ABAS-OUTPUT,047a2d8a387b669020dc530aa506414b84126574e32432bc4d2592a37090a3ed,222215,1110,C,PAY-ONUS,PAY-ONUS,11:03.7,11:04.2
IDFc1ucQTEUvbY15U99kaCi3OpXL3q9F2Q3,ABAS-BANK-OUTPUT,047eb735851eb0e6547ee6fc338204025922999d510f6ca67d5b1008370baadb,66500,500,C,ISSUE-U,ISSUE-U,04:26.3,04:26.4
IDFWr91SNQ3uJVsDciLbTIrOWM5TS4Q0dbu,ABAS-BANK-INPUT,047eb735851eb0e6547ee6fc338204025922999d510f6ca67d5b1008370baadb,66500,500,C,ISSUE-U,ISSUE-U,12:38.5,12:38.6
IDFT3ZCLWEPTVQESrWpHCwLMeumIZHqHpe0,ABAS-OUTPUT,04dbe00f2e6edf56d24d6e7efe74a7ee3a36d3d96127dfac5849e3c46f6d6c9b,100,100,C,PAY-ONUS,PAY-ONUS,31:18.1,31:18.6
IDFT3ZCLWEPTVQESrWpHCwLMeumIZHqHpe0,ABAS-INPUT,04dbe00f2e6edf56d24d6e7efe74a7ee3a36d3d96127dfac5849e3c46f6d6c9b,100,100,C,PAY-ONUS,PAY-ONUS,31:18.1,31:18.6
IDF3Rk6oTIZKhf5Z54G2KG3Z1BCRF7opWmC,ABAS-INPUT,04fb32a266ab75d7cf981a4dc0bfba319018e03afe90604b4d3499c3884f4f25,101410,600,C,PAY-ONUS,PAY-ONUS,13:58.4,13:58.9
IDFFYduMxJfBmalICntxqVxgQ8M0OHZprJV,ABAS-OUTPUT,04fb32a266ab75d7cf981a4dc0bfba319018e03afe90604b4d3499c3884f4f25,101410,5000,C,ISSUE-U,ISSUE-U,53:58.1,53:58.2
IDFSYSTXN4cd94fef13164dd6835ba2bbd1,ABAS-OUTPUT,055ce76e20ff16385d71a06d70f36a79fd66f5fb8e652e72a652a7b7548bfcb3,38500,1200,C,REDEEM-U,REDEEM-U,15:09.5,15:10.1
IDF0b28df4d5d57403382e6d2060b93b6c1,ABAS-BANK-OUTPUT,5c2b1a8a1a9b95b964519f32da50f820791b2e285143a1766073b9c80677440a,10000,95000,C,ISSUE-U,ISSUE-U,27:16.1,27:16.4
IDF0b28df4d5d57403382e6d2060b93b6c1,ABAS-BANK-OUTPUT,5f245cf9ecf4a99e6a5eb34a286950c9f2aadb974b9145f8c0cffd6647b7efc1,10000,95000,C,ISSUE-U,ISSUE-U,27:16.1,27:16.4
R-2025-RD-6520-31ef0a9e41e04,ABAS-OUTPUT,b579684126b3090c97f71ea2b8ff41eeb086fd9abee35dc4af2c372de5582314,1200,1200,P,REDEEM-B,REDEEM-B,46:52.7,
IDFSYSTXN6b4eb37bb74c418a9696911a27,ABAS-INPUT,055ce76e20ff16385d71a06d70f36a79fd66f5fb8e652e72a652a7b7548bfcb3,38500,500,C,REDEEM-U,REDEEM-U,01:56.3,01:56.9
IDF2rwLD2r1CRliPaO1q8z7hR1DoQ8c5jLD,ABAS-BANK-INPUT,05702411df8b6bf044f803bb1525c94e5383862d6de114c58b5ed229eb9610fa,90074,50000,C,ISSUE-U,ISSUE-U,26:15.6,26:15.7
R-2025-RD-6520-775a63cb2f774,ABAS-OUTPUT,12efd4de17522ec1a90847c6db5a3e3bca276c86ce89ab62cf8e9fc0fb478533,6300,6300,P,REDEEM-B,REDEEM-B,47:21.3,
IDFjq71zQv5euW8JNVzpLPDp7cyVMkuTwhf,ABAS-BANK-OUTPUT,05702411df8b6bf044f803bb1525c94e5383862d6de114c58b5ed229eb9610fa,90074,50000,C,ISSUE-U,ISSUE-U,26:02.5,26:02.6
IDFhGl0YtWiYW8g87AprTOWe9f5eX7I0jsD,ABAS-OUTPUT,0577e12caeebf271815b760508dcd29a738e98b50160071c7585ba0d2f8a7508,44828,999,C,PAY-ONUS,PAY-ONUS,51:33.4,51:34.0
IDFyBeF4QxZ1e9NkOM2LYqvHP3ie6M29Bqc,ABAS-INPUT,0577e12caeebf271815b760508dcd29a738e98b50160071c7585ba0d2f8a7508,44828,100,C,ISSUE-U,ISSUE-U,52:47.0,52:47.0
IDFS31DCd1ZdrqEjqjcVLXbsaTqYnuewgJJ,ABAS-OUTPUT,0590057565db28588c87513057d9ebec7dc5ea8445390e8085c4df3d77f88d1f,2000,2000,C,PAY-ONUS,PAY-ONUS,57:36.9,57:37.3
IDF1UCEtf2iyAqjsqFaVl1hkn4Sk0vE9Zom,ABAS-BANK-OUTPUT,219f474a4d183332b65ae9dfdcbc203948198cc97659041cda0ed304c1828975,50000,50000,C,ISSUE-U,ISSUE-U,01:02.8,01:02.9
IDFS31DCd1ZdrqEjqjcVLXbsaTqYnuewgJJ,ABAS-INPUT,0590057565db28588c87513057d9ebec7dc5ea8445390e8085c4df3d77f88d1f,2000,2000,C,PAY-ONUS,PAY-ONUS,57:36.9,57:37.3
IDFfaa5pV1zBLMUuiC1LzV0WXq5RtsyOTvz,ABAS-OUTPUT,0596b20819c64fea35683189bbc43437a9fab94acc2a997e5b8547f53765fa9e,50000,50000,C,PAY-ONUS,PAY-ONUS,35:52.4,35:52.9
IDFfaa5pV1zBLMUuiC1LzV0WXq5RtsyOTvz,ABAS-INPUT,0596b20819c64fea35683189bbc43437a9fab94acc2a997e5b8547f53765fa9e,50000,50000,C,PAY-ONUS,PAY-ONUS,35:52.4,35:52.9
IDFHnyVF3825JtMwXsYdTx5666BV5D3h6Ne,ABAS-INPUT,05982b4a557318bbf280bef47d15ab9934cf228d8154b6fd7bccfc47022cce32,5100,100,C,PAY-ONUS,PAY-ONUS,49:00.2,49:00.8
IDFJJcHUR6BNhuBpRi83LHQhhC2DTddJPAW,ABAS-OUTPUT,05982b4a557318bbf280bef47d15ab9934cf228d8154b6fd7bccfc47022cce32,5100,2000,C,REDEEM-U,UPI,46:22.6,46:24.6
IDFmcdSqxDqAonj9kTE73BeZzx7v5rWQ96O,ABAS-OUTPUT,05a31ff7841319d97478c168fea38bb8d798f8b40d5a6f538898f2483fd8be1a,274575,10000,C,PAY-ONUS,PAY-ONUS,43:43.3,43:43.7
IDFrSlYn96IaT4e5CORFrKlbG2o9BUmn34Y,ABAS-INPUT,05a31ff7841319d97478c168fea38bb8d798f8b40d5a6f538898f2483fd8be1a,274575,6000,C,PAY-ONUS,PAY-ONUS,44:19.6,44:20.0
IDF7JRfNGFfLYMLprI7PNxQsc7mD8UfwczY,ABAS-OUTPUT,e3f5576aabb8ce3a9f6098de8d623cc3cd1ff5bd6ee791dd337613c92de180ea,10,10,C,PAY-ONUS,PAY-ONUS,21:15.2,21:15.7
BANKREBAL2847d0e5868a4c12ba574bca49,ABAS-BANK-OUTPUT,05b0df71ef0b50baa8afdce9f89eda1526a7386d95fc55403e9066a728d7dbed,61632,261632,C,ABAS-BANK-MERGE,,00:00.2,
BANKREBAL905575a45a6d40a89d30e687c7,ABAS-BANK-INPUT,05b0df71ef0b50baa8afdce9f89eda1526a7386d95fc55403e9066a728d7dbed,61632,64632,C,ABAS-BANK-MERGE,,00:01.3,
IDF89fMGLP0t8h3qKjVrC8uc6gWgYCKUCDi,ABAS-OUTPUT,05c196801ceaa7421e9b844703fba377710242f5bc8cc59080de4b457e49e7b8,500,500,C,REDEEM-U,UPI,26:16.7,26:17.8
IDFztHiTYYG9Sp3oyoa2EKcScmbZgR16Q4s,ABAS-BANK-INPUT,05c196801ceaa7421e9b844703fba377710242f5bc8cc59080de4b457e49e7b8,500,100000,C,ISSUE-U,ISSUE-U,30:48.8,30:49.1
IDF6qVI7kSCv1N3viTt6J42sIloEFcDuPjH,ABAS-OUTPUT,05de7484aa0fc40829c1a41c62288c420bfb558a64a3483d762ab87e7fafaede,207229,1,C,PAY-ONUS,PAY-ONUS,29:07.3,29:07.9
IDFg8Trrp79ucGf2yWRAnuQxpkuXh1KOexB,ABAS-INPUT,05de7484aa0fc40829c1a41c62288c420bfb558a64a3483d762ab87e7fafaede,207229,1,C,PAY-ONUS,PAY-ONUS,29:54.6,29:55.1
IDF1cae9a6242f74064bcfe17aaebf72249,ABAS-OUTPUT,066edcfe78fd740b4a31de7fc47a018be8499b36aa8b333badea4da2649746e8,395862,200,C,PAY-ONUS,PAY-ONUS,25:37.5,25:42.1
IDFc1e3bdf4d4f64f7494750d868a68f79e,ABAS-INPUT,066edcfe78fd740b4a31de7fc47a018be8499b36aa8b333badea4da2649746e8,395862,200,C,PAY-ONUS,PAY-ONUS,12:31.1,12:36.1
IDF6tGTgdMu5GzZBZaEvSVZSICK4p8ti45P,ABAS-OUTPUT,067f055bd7845e50c2b0fd1744b1737f084acc95bdcfb75b84e66660fa1e5353,49297,50200,C,REDEEM-U,UPI,35:32.4,35:34.8
IDFWmoRgLPMqCrqnIa6dklBtOVgirRfz3UH,ABAS-INPUT,067f055bd7845e50c2b0fd1744b1737f084acc95bdcfb75b84e66660fa1e5353,49297,900,C,REDEEM-U,REDEEM-U,37:06.1,37:08.4
BANKREBALa753e95ea24440ab9eb76f1306,ABAS-BANK-INPUT,06802c6e139845d331e6a6e679e24f4c7e82a5fe8496c7960e06381e997d4758,100,871256,C,ABAS-BANK-MERGE,,15:00.7,
IDFHFAr1B8tGds0J0sTdimWqrbwNevLe2gf,ABAS-OUTPUT,06802c6e139845d331e6a6e679e24f4c7e82a5fe8496c7960e06381e997d4758,100,100,C,REDEEM-U,REDEEM-U,48:38.1,48:38.7
IDF5cb3849148f94dc49c1af40fa6625ca1,ABAS-INPUT,06a1a7f783419c2351c9e070e6894a600c3514ef227aa234d659e47c8236d1a5,493,400,P,PAY-ONUS,PAY-ONUS,20:04.1,
IDF9f48f027bbbc4d668d5865fce5f90476,ABAS-OUTPUT,06a1a7f783419c2351c9e070e6894a600c3514ef227aa234d659e47c8236d1a5,493,798,P,PAY-ONUS,PAY-ONUS,20:03.9,
IDF7e0698a1d9c34e5e85d6bd0def91a35e,ABAS-INPUT,06b40a45f77c48a5200a06fe1be465e2e14b0a9c143bfbff9fa782b8b13c8a60,20000,95000,C,REDEEM-U,REDEEM-U,40:04.8,40:05.1
IDFd163d5e484504ee49a4359b3903356e7,ABAS-BANK-OUTPUT,06b40a45f77c48a5200a06fe1be465e2e14b0a9c143bfbff9fa782b8b13c8a60,20000,95000,C,ISSUE-U,ISSUE-U,38:01.9,38:02.1
BANKREBAL9ec8284c942d4a40b58577c1a8,ABAS-BANK-INPUT,06c1f00bc1c013b776ed8ab440007a24699a02d558ddf3722544a6dfed00527d,20099,163158,C,ABAS-BANK-MERGE,,00:02.6,
BANKREBAL3f7d473548c4472696079b49c5,ABAS-BANK-OUTPUT,2d8b1c7866204b9da5c48d7472675d20251a751c72710431f1989597790f0909,1000000,1140986,C,ABAS-BANK-MERGE,,18:00.1,
IDFtMvQEqUEwxjQQMj0daUBuG3LvoMtdkvP,ABAS-OUTPUT,06c1f00bc1c013b776ed8ab440007a24699a02d558ddf3722544a6dfed00527d,20099,10000,C,REDEEM-U,REDEEM-U,48:27.4,48:28.1
IDFCOATihnbJCU7EYf6N4J3OBf2BKRPk2sv,ABAS-BANK-OUTPUT,06d133edacc8678c35f16b0322ef51d000d1c8fa10e7b67fe2f92c8dc0552212,624508,400,C,ISSUE-U,ISSUE-U,54:14.4,54:14.5
